order_item_id,order_id,product_id,quantity,unit_price,discount
156,500070,133,3,18726.1,0.15
157,500070,65,2,26891.02,0.05
158,500071,23,2,45229.71,0.05
159,500072,147,1,51028.85,0.0
160,500072,120,2,14551.18,0.1
161,500073,176,4,42034.94,0.05
162,500073,38,2,33762.69,0.05
163,500074,46,2,6300.09,0.05
164,500074,12,1,8809.95,0.0
165,500074,59,3,542.46,0.1
166,500075,42,2,17076.73,0.1
167,500076,49,4,33529.65,0.15
168,500076,197,3,20725.99,0.1
169,500076,15,4,13558.11,0.1
170,500077,40,3,12159.56,0.15
171,500077,29,4,40427.0,0.0
172,500077,26,4,13443.96,0.05
173,500078,2,4,42946.4,0.05
174,500078,149,4,33795.66,0.15
175,500078,145,1,5674.44,0.1
176,500079,7,3,32012.11,0.1
177,500079,84,4,26499.83,0.05
178,500080,21,3,873.24,0.2
179,500081,118,1,47968.75,0.0
180,500082,104,3,17663.08,0.05
181,500082,8,3,16654.82,0.0
182,500082,148,4,30748.98,0.15
183,500082,75,1,7343.48,0.1
184,500083,195,1,39570.05,0.05
185,500083,192,4,906.98,0.1
186,500084,10,2,34430.26,0.1
187,500084,153,4,34143.04,0.2
188,500085,138,1,5148.37,0.1
189,500085,164,2,54714.33,0.0
190,500086,37,1,8747.32,0.05
191,500087,199,1,40427.21,0.0
192,500087,5,4,32053.9,0.15
193,500088,129,4,39450.63,0.15
194,500088,37,4,8747.32,0.15
195,500089,129,1,39450.63,0.05
196,500090,13,1,41294.2,0.1
197,500090,93,4,33594.98,0.05
198,500090,14,3,28958.7,0.05
199,500090,87,4,3216.87,0.1
200,500091,118,2,47968.75,0.15
201,500092,68,4,731.88,0.0
202,500092,141,2,9199.37,0.05
203,500092,117,2,5573.85,0.1
204,500093,173,3,31442.32,0.1
205,500093,154,1,24420.47,0.0
206,500094,68,2,731.88,0.0
207,500094,79,2,36534.8,0.05
208,500094,103,1,33485.32,0.1
209,500094,117,3,5573.85,0.0
210,500095,86,2,25389.28,0.1
211,500095,44,4,23585.72,0.1
212,500095,80,2,26747.7,0.05
213,500095,53,3,41659.1,0.1
214,500096,84,2,26499.83,0.15
215,500096,71,1,40831.91,0.05
216,500097,158,2,17301.25,0.1
217,500097,159,3,25532.77,0.1
218,500098,79,3,36534.8,0.05
219,500098,19,3,21391.84,0.2
220,500098,154,3,24420.47,0.15
221,500098,5,2,32053.9,0.05
222,500098,193,2,1419.66,0.05
223,500099,64,4,23845.3,0.0
224,500099,54,3,28353.11,0.05
225,500100,162,3,16150.96,0.2
226,500101,119,1,20465.15,0.0
227,500101,75,1,7343.48,0.1
228,500101,130,1,1826.9,0.1
229,500102,167,4,1520.89,0.15
230,500102,74,1,9594.57,0.15
231,500103,13,4,41294.2,0.0
232,500104,180,3,6088.9,0.2
233,500104,62,3,3498.04,0.0
234,500104,24,4,29412.47,0.05
235,500104,57,4,1412.7,0.1
236,500105,198,4,44779.95,0.0
237,500105,82,3,26994.56,0.1
238,500105,189,4,36176.21,0.05
239,500105,173,3,31442.32,0.2
240,500105,35,4,3103.89,0.0
241,500106,142,3,32662.03,0.05
242,500107,161,1,45736.6,0.0
243,500107,75,1,7343.48,0.15
244,500108,75,4,7343.48,0.0
245,500109,46,1,6300.09,0.0
246,500109,119,3,20465.15,0.1
247,500109,157,2,26053.23,0.05
248,500109,142,1,32662.03,0.0
249,500110,49,1,33529.65,0.0
250,500110,114,2,24883.58,0.15
251,500110,157,4,26053.23,0.1
252,500110,160,3,24067.85,0.0
253,500111,38,1,33762.69,0.0
254,500111,45,4,19474.91,0.05
255,500111,105,4,28367.27,0.0
256,500111,36,2,32323.45,0.15
257,500112,93,3,33594.98,0.0
258,500113,38,3,33762.69,0.15
259,500114,196,3,8761.57,0.0
260,500114,185,1,11835.89,0.15
261,500115,42,3,17076.73,0.05
262,500116,183,1,2591.66,0.0
263,500117,161,3,45736.6,0.1
264,500118,146,4,4466.06,0.1
265,500118,4,3,4600.28,0.2
266,500118,72,1,33843.05,0.0
267,500119,178,3,16239.3,0.1
268,500119,111,2,41282.72,0.1
269,500119,39,1,42117.5,0.1
270,500120,84,1,26499.83,0.2
271,500120,100,3,46791.69,0.05
272,500120,153,1,34143.04,0.05
273,500121,129,4,39450.63,0.1
274,500122,4,3,4600.28,0.2
275,500122,193,2,1419.66,0.1
276,500122,143,3,8499.37,0.1
277,500123,111,3,41282.72,0.1
278,500123,94,4,30089.86,0.2
279,500124,108,1,22454.46,0.05
280,500124,177,3,7521.62,0.15
281,500125,26,4,13443.96,0.1
282,500125,143,4,8499.37,0.0
283,500126,103,2,33485.32,0.05
284,500126,122,3,7953.1,0.05
285,500126,141,4,9199.37,0.1
286,500127,165,2,6409.81,0.15
287,500128,165,2,6409.81,0.0
288,500128,51,2,42529.03,0.15
289,500128,15,1,13558.11,0.1
290,500129,135,3,25804.56,0.1
291,500129,95,2,7858.6,0.1
292,500130,35,1,3103.89,0.0
293,500130,49,2,33529.65,0.1
294,500130,108,1,22454.46,0.05
295,500131,102,3,25753.85,0.0
296,500131,51,2,42529.03,0.05
297,500131,141,4,9199.37,0.15
298,500131,18,2,17846.96,0.05
299,500132,72,1,33843.05,0.05
300,500132,100,2,46791.69,0.15
301,500132,50,3,37071.05,0.0
302,500133,124,1,16664.22,0.0
303,500133,100,4,46791.69,0.1
304,500134,43,2,25517.07,0.05
305,500134,55,4,45214.9,0.1
306,500135,193,3,1419.66,0.0
307,500135,195,3,39570.05,0.2
308,500136,53,1,41659.1,0.2
309,500136,177,4,7521.62,0.15
310,500136,137,4,11644.84,0.05
311,500136,69,2,20234.72,0.0
312,500137,45,1,19474.91,0.15
313,500137,78,4,9475.8,0.15
314,500137,27,1,52025.44,0.1
315,500137,183,3,2591.66,0.0
316,500137,132,3,47935.67,0.05
317,500138,58,2,38058.28,0.05
318,500138,193,2,1419.66,0.2
319,500138,160,2,24067.85,0.1
320,500139,85,3,30473.88,0.0
321,500139,31,3,31665.76,0.1
322,500139,42,3,17076.73,0.15
323,500140,146,4,4466.06,0.1
324,500140,164,3,54714.33,0.1
325,500140,96,2,33785.82,0.1
326,500141,146,3,4466.06,0.0
327,500141,95,3,7858.6,0.15
328,500141,141,1,9199.37,0.1
329,500142,133,2,18726.1,0.0
330,500143,59,3,542.46,0.05
331,500143,120,1,14551.18,0.1
332,500144,4,3,4600.28,0.0
333,500144,127,4,16509.71,0.2
334,500145,49,3,33529.65,0.1
335,500145,46,4,6300.09,0.15
336,500146,8,2,16654.82,0.05
337,500146,128,4,39089.34,0.2
338,500147,119,3,20465.15,0.1
339,500147,78,4,9475.8,0.0
340,500147,14,4,28958.7,0.0
341,500147,100,2,46791.69,0.1
342,500147,128,2,39089.34,0.15
343,500148,193,2,1419.66,0.1
344,500148,189,4,36176.21,0.05
345,500148,125,3,41076.3,0.05
346,500148,104,3,17663.08,0.1
347,500149,188,1,6070.27,0.2
348,500149,122,1,7953.1,0.1
349,500149,54,3,28353.11,0.0
350,500149,99,4,51437.59,0.05
351,500150,143,1,8499.37,0.05
352,500150,39,1,42117.5,0.2
353,500150,199,4,40427.21,0.15
354,500150,181,2,20017.36,0.1
355,500151,17,4,17031.55,0.1
356,500151,43,1,25517.07,0.15
357,500151,60,2,42396.67,0.1
358,500152,58,2,38058.28,0.05
359,500152,21,3,873.24,0.2
360,500152,196,4,8761.57,0.05
361,500153,53,1,41659.1,0.0
362,500154,140,1,19515.46,0.1
363,500154,69,3,20234.72,0.0
364,500154,64,4,23845.3,0.1
365,500154,102,2,25753.85,0.1
366,500155,8,1,16654.82,0.05
367,500156,164,2,54714.33,0.0
368,500156,186,2,13953.35,0.05
369,500156,122,2,7953.1,0.1
370,500157,62,3,3498.04,0.15
371,500158,139,3,36696.68,0.1
372,500158,59,1,542.46,0.1
373,500159,178,4,16239.3,0.1
374,500159,37,4,8747.32,0.05
375,500160,149,4,33795.66,0.05
376,500160,200,2,20741.6,0.1
377,500160,194,3,14529.69,0.0
378,500161,94,3,30089.86,0.2
379,500161,15,4,13558.11,0.1
380,500161,71,1,40831.91,0.1
381,500161,155,3,51623.31,0.15
382,500162,168,3,9316.31,0.1
383,500163,174,2,3057.35,0.15
384,500164,145,2,5674.44,0.0
385,500164,83,2,10948.99,0.1
386,500164,32,3,30436.6,0.2
387,500164,132,3,47935.67,0.05
388,500165,196,2,8761.57,0.0
389,500166,169,1,42129.24,0.1
390,500166,195,2,39570.05,0.0
391,500166,36,1,32323.45,0.15
392,500167,157,3,26053.23,0.0
393,500167,129,1,39450.63,0.0
394,500167,145,3,5674.44,0.0
395,500168,71,3,40831.91,0.05
396,500168,77,2,45039.66,0.05
397,500168,116,1,16741.69,0.0
398,500169,143,2,8499.37,0.1
399,500170,101,3,36836.08,0.1
400,500170,152,4,47494.55,0.15
401,500170,134,1,24171.94,0.15
402,500171,122,4,7953.1,0.0
403,500171,169,1,42129.24,0.0
404,500171,180,3,6088.9,0.05
405,500171,75,4,7343.48,0.1
406,500171,67,1,32514.47,0.05
407,500172,102,4,25753.85,0.1
408,500172,79,2,36534.8,0.15
409,500173,124,1,16664.22,0.1
410,500173,80,4,26747.7,0.0
411,500173,43,4,25517.07,0.0
412,500174,82,3,26994.56,0.1
413,500175,164,3,54714.33,0.1
414,500175,72,1,33843.05,0.1
415,500175,105,4,28367.27,0.0
416,500175,117,1,5573.85,0.15
417,500175,80,2,26747.7,0.1
418,500176,100,4,46791.69,0.05
419,500177,14,4,28958.7,0.05
420,500177,84,4,26499.83,0.1
421,500178,17,3,17031.55,0.05
422,500179,146,1,4466.06,0.0
423,500179,46,3,6300.09,0.1
424,500179,122,2,7953.1,0.0
425,500179,84,4,26499.83,0.0
426,500179,83,4,10948.99,0.15
427,500180,180,1,6088.9,0.0
428,500180,114,2,24883.58,0.0
429,500181,189,3,36176.21,0.15
430,500182,114,2,24883.58,0.05
431,500183,38,4,33762.69,0.1
432,500183,167,4,1520.89,0.2
433,500183,80,4,26747.7,0.15
434,500183,194,4,14529.69,0.1
435,500184,94,4,30089.86,0.2
436,500185,29,2,40427.0,0.05
437,500185,3,4,2440.7,0.1
438,500185,126,2,4890.52,0.0
439,500186,186,2,13953.35,0.0
440,500186,50,3,37071.05,0.1
441,500187,67,1,32514.47,0.1
442,500187,75,2,7343.48,0.1
443,500187,7,2,32012.11,0.15
444,500188,57,3,1412.7,0.1
445,500188,159,1,25532.77,0.0
446,500188,75,2,7343.48,0.2
447,500189,135,3,25804.56,0.0
448,500189,197,2,20725.99,0.05
449,500189,167,2,1520.89,0.15
450,500189,143,3,8499.37,0.05
451,500190,121,3,43178.12,0.15
452,500191,66,1,7626.75,0.05
453,500191,194,4,14529.69,0.05
454,500192,161,3,45736.6,0.0
455,500193,160,2,24067.85,0.1
456,500193,73,3,32339.91,0.0
457,500194,195,4,39570.05,0.1
458,500194,90,3,42489.82,0.15
459,500195,167,3,1520.89,0.05
460,500195,47,3,7728.9,0.15
461,500196,95,1,7858.6,0.15
462,500196,136,4,48294.58,0.0
463,500196,49,3,33529.65,0.1
464,500196,198,3,44779.95,0.2
465,500197,177,1,7521.62,0.15
466,500197,50,1,37071.05,0.1
467,500197,61,3,23045.67,0.2
468,500197,122,2,7953.1,0.15
469,500198,25,1,28894.26,0.05
470,500198,185,4,11835.89,0.1
471,500199,189,1,36176.21,0.15
472,500199,194,4,14529.69,0.0
473,500199,78,1,9475.8,0.05
474,500200,17,2,17031.55,0.15
475,500200,106,3,49815.63,0.1
476,500200,147,4,51028.85,0.05
477,500201,70,4,9185.74,0.15
478,500201,170,4,31500.56,0.0
479,500201,156,1,9479.93,0.0
480,500201,51,3,42529.03,0.1
481,500201,81,2,15504.13,0.0
482,500202,117,1,5573.85,0.05
483,500203,37,4,8747.32,0.05
484,500203,34,2,15395.87,0.0
485,500204,190,4,52000.43,0.0
486,500204,10,1,34430.26,0.0
487,500205,84,3,26499.83,0.1
488,500205,58,3,38058.28,0.1
489,500206,168,4,9316.31,0.1
490,500206,181,2,20017.36,0.1
491,500207,57,1,1412.7,0.15
492,500208,38,1,33762.69,0.05
493,500209,48,4,32151.32,0.2
494,500209,146,2,4466.06,0.05
495,500209,81,2,15504.13,0.0
496,500210,84,2,26499.83,0.15
497,500211,14,2,28958.7,0.2
498,500211,36,3,32323.45,0.05
499,500212,37,3,8747.32,0.15
500,500212,191,2,39507.0,0.05
501,500213,146,1,4466.06,0.05
502,500213,52,4,43157.07,0.1
503,500213,109,3,20240.83,0.05
504,500214,41,2,790.54,0.0
505,500214,6,4,15719.14,0.2
506,500214,76,4,1551.17,0.0
507,500215,170,2,31500.56,0.0
508,500215,116,2,16741.69,0.0
509,500215,60,3,42396.67,0.05
510,500215,48,1,32151.32,0.2
511,500215,140,3,19515.46,0.05
512,500216,130,1,1826.9,0.15
513,500216,142,2,32662.03,0.0
514,500217,64,1,23845.3,0.15
515,500218,21,4,873.24,0.1
516,500219,111,2,41282.72,0.2
517,500219,12,3,8809.95,0.0
518,500220,181,2,20017.36,0.1
519,500220,124,3,16664.22,0.0
520,500221,109,4,20240.83,0.1
521,500221,17,2,17031.55,0.2
522,500221,159,4,25532.77,0.1
523,500221,32,4,30436.6,0.2
524,500222,160,3,24067.85,0.1
525,500222,132,1,47935.67,0.0
526,500223,188,4,6070.27,0.0
527,500223,121,4,43178.12,0.15
528,500224,168,1,9316.31,0.2
529,500224,144,4,43009.16,0.0
530,500224,166,1,16527.13,0.1
531,500224,105,3,28367.27,0.1
532,500225,146,3,4466.06,0.15
533,500225,108,3,22454.46,0.0
534,500225,111,4,41282.72,0.15
535,500226,180,2,6088.9,0.0
536,500226,195,4,39570.05,0.0
537,500226,156,4,9479.93,0.2
538,500227,80,2,26747.7,0.1
539,500227,170,2,31500.56,0.1
540,500228,109,1,20240.83,0.1
541,500229,30,3,8599.09,0.0
542,500229,91,3,37325.93,0.1
543,500230,53,2,41659.1,0.15
544,500231,93,2,33594.98,0.15
545,500231,98,2,35512.2,0.0
546,500232,146,3,4466.06,0.15
547,500232,78,4,9475.8,0.2
548,500232,193,2,1419.66,0.1
549,500232,55,3,45214.9,0.1
550,500233,51,2,42529.03,0.0
551,500233,60,3,42396.67,0.15
552,500234,114,4,24883.58,0.15
553,500235,166,4,16527.13,0.05
554,500236,98,3,35512.2,0.0
555,500236,133,4,18726.1,0.0
556,500236,78,4,9475.8,0.15
557,500236,108,3,22454.46,0.2
558,500237,45,3,19474.91,0.05
559,500238,22,4,20749.3,0.05
560,500238,131,3,935.86,0.15
561,500239,199,2,40427.21,0.0
562,500239,158,2,17301.25,0.05
563,500239,104,2,17663.08,0.1
564,500240,89,3,2812.94,0.1
565,500241,110,4,13452.58,0.0
566,500241,76,1,1551.17,0.0
567,500241,96,1,33785.82,0.05
568,500242,173,3,31442.32,0.15
569,500243,142,1,32662.03,0.0
570,500243,196,1,8761.57,0.1
571,500243,97,1,9014.15,0.05
572,500244,30,2,8599.09,0.05
573,500245,69,4,20234.72,0.0
574,500246,180,2,6088.9,0.1
575,500247,3,4,2440.7,0.15
576,500247,8,4,16654.82,0.15
577,500247,82,2,26994.56,0.1
578,500247,138,2,5148.37,0.05
579,500248,21,4,873.24,0.2
580,500248,172,3,35356.68,0.2
581,500249,31,2,31665.76,0.1
582,500249,96,3,33785.82,0.1
583,500249,59,4,542.46,0.0
584,500249,98,2,35512.2,0.05
585,500250,8,3,16654.82,0.15
586,500250,89,4,2812.94,0.0
587,500251,163,1,1143.45,0.1
588,500251,128,2,39089.34,0.05
589,500251,160,3,24067.85,0.05
590,500252,109,3,20240.83,0.05
591,500252,185,2,11835.89,0.0
592,500253,2,4,42946.4,0.0
593,500253,186,1,13953.35,0.0
594,500254,165,1,6409.81,0.0
595,500254,189,4,36176.21,0.05
596,500254,62,3,3498.04,0.1
597,500255,27,1,52025.44,0.1
598,500256,191,4,39507.0,0.1
599,500256,142,4,32662.03,0.0
600,500256,193,2,1419.66,0.1
601,500256,53,2,41659.1,0.15
602,500257,46,4,6300.09,0.1
603,500257,31,2,31665.76,0.0
604,500257,18,1,17846.96,0.15
605,500257,95,3,7858.6,0.15
606,500258,25,4,28894.26,0.1
607,500259,163,4,1143.45,0.0
608,500259,108,2,22454.46,0.0
609,500259,95,2,7858.6,0.1
610,500259,179,1,47254.91,0.1
611,500260,114,1,24883.58,0.0
612,500261,139,3,36696.68,0.0
613,500261,54,1,28353.11,0.2
614,500261,28,3,34955.61,0.05
615,500262,159,2,25532.77,0.15
616,500262,162,4,16150.96,0.0
617,500262,75,4,7343.48,0.0
618,500262,185,1,11835.89,0.1
619,500263,24,4,29412.47,0.05
620,500264,32,4,30436.6,0.1
621,500265,131,3,935.86,0.1
622,500265,164,1,54714.33,0.1
623,500265,95,4,7858.6,0.0
624,500266,103,3,33485.32,0.15
625,500266,190,1,52000.43,0.0
626,500267,40,4,12159.56,0.1
627,500267,2,4,42946.4,0.05
628,500268,176,3,42034.94,0.05
629,500268,117,2,5573.85,0.0
630,500268,138,3,5148.37,0.0
631,500269,105,3,28367.27,0.0
632,500270,129,2,39450.63,0.05
633,500271,154,1,24420.47,0.2
634,500271,57,4,1412.7,0.15
635,500271,128,1,39089.34,0.0
636,500271,121,2,43178.12,0.1
637,500271,164,2,54714.33,0.05
638,500272,21,1,873.24,0.1
639,500272,113,3,20936.8,0.1
640,500272,76,4,1551.17,0.1
641,500273,82,2,26994.56,0.0
642,500273,183,1,2591.66,0.0
643,500273,197,4,20725.99,0.0
644,500274,12,1,8809.95,0.05
645,500274,33,1,15090.93,0.05
646,500275,87,3,3216.87,0.1
647,500275,40,3,12159.56,0.0
648,500275,23,3,45229.71,0.0
649,500275,9,1,26670.95,0.15
650,500275,96,4,33785.82,0.1
651,500276,187,4,50291.33,0.0
652,500277,181,2,20017.36,0.1
653,500278,66,2,7626.75,0.05
654,500278,131,3,935.86,0.15
655,500279,112,2,22042.94,0.0
656,500279,28,2,34955.61,0.0
657,500279,91,1,37325.93,0.05
658,500280,26,3,13443.96,0.1
659,500281,72,1,33843.05,0.1
660,500281,104,1,17663.08,0.0
661,500282,119,4,20465.15,0.05
662,500282,66,1,7626.75,0.2
663,500283,125,3,41076.3,0.0
664,500283,122,1,7953.1,0.15
665,500283,145,3,5674.44,0.15
666,500284,173,3,31442.32,0.0
667,500285,84,1,26499.83,0.0
668,500285,128,3,39089.34,0.05
669,500285,191,1,39507.0,0.2
670,500286,37,3,8747.32,0.15
671,500286,133,2,18726.1,0.1
672,500287,48,1,32151.32,0.05
673,500287,183,2,2591.66,0.1
674,500288,75,4,7343.48,0.05
675,500289,84,1,26499.83,0.1
676,500289,124,1,16664.22,0.05
677,500289,133,4,18726.1,0.15
678,500289,49,2,33529.65,0.05
679,500289,67,3,32514.47,0.1
680,500290,50,4,37071.05,0.1
681,500290,85,2,30473.88,0.0
682,500290,184,4,46019.64,0.15
683,500291,155,1,51623.31,0.15
684,500292,187,4,50291.33,0.1
685,500292,175,1,7528.69,0.2
686,500293,25,1,28894.26,0.0
687,500294,35,3,3103.89,0.15
688,500294,65,3,26891.02,0.15
689,500295,26,4,13443.96,0.1
690,500295,183,3,2591.66,0.2
691,500295,112,2,22042.94,0.2
692,500296,4,3,4600.28,0.1
693,500297,186,4,13953.35,0.1
694,500297,156,3,9479.93,0.05
695,500297,90,3,42489.82,0.0
696,500297,163,2,1143.45,0.05
697,500298,61,3,23045.67,0.05
698,500298,55,3,45214.9,0.05
699,500299,118,1,47968.75,0.15
700,500300,134,4,24171.94,0.05
701,500301,157,1,26053.23,0.0
702,500302,132,4,47935.67,0.1
703,500302,155,3,51623.31,0.0
704,500302,147,2,51028.85,0.05
705,500302,136,2,48294.58,0.0
706,500303,7,2,32012.11,0.0
707,500303,57,1,1412.7,0.15
708,500304,200,1,20741.6,0.1
709,500304,169,1,42129.24,0.05
710,500304,107,4,13631.76,0.15
711,500305,126,4,4890.52,0.15
712,500306,30,2,8599.09,0.0
713,500306,119,2,20465.15,0.2
714,500307,147,1,51028.85,0.0
715,500307,58,1,38058.28,0.05
716,500308,198,1,44779.95,0.05
717,500308,46,2,6300.09,0.0
718,500309,111,2,41282.72,0.0
719,500310,24,4,29412.47,0.05
720,500311,101,4,36836.08,0.1
721,500311,8,3,16654.82,0.15
722,500311,131,2,935.86,0.0
723,500311,198,1,44779.95,0.1
724,500311,99,4,51437.59,0.0
725,500312,67,3,32514.47,0.0
726,500312,6,4,15719.14,0.05
727,500312,95,1,7858.6,0.0
728,500313,43,3,25517.07,0.05
729,500314,142,2,32662.03,0.05
730,500314,11,1,10297.51,0.1
731,500314,52,2,43157.07,0.0
732,500315,147,2,51028.85,0.0
733,500315,61,3,23045.67,0.0
734,500316,29,4,40427.0,0.1
735,500316,95,4,7858.6,0.0
736,500316,150,1,23255.73,0.15
737,500317,185,4,11835.89,0.1
738,500317,63,3,14212.89,0.0
739,500317,68,1,731.88,0.0
740,500317,128,1,39089.34,0.2
741,500317,25,1,28894.26,0.1
742,500318,101,1,36836.08,0.15
743,500319,155,1,51623.31,0.0
744,500319,36,1,32323.45,0.15
745,500319,104,4,17663.08,0.1
746,500319,16,1,17752.56,0.0
747,500319,182,4,25258.66,0.05
748,500320,186,1,13953.35,0.0
749,500321,186,2,13953.35,0.1
750,500322,24,2,29412.47,0.1
751,500322,46,1,6300.09,0.0
752,500322,149,4,33795.66,0.05
753,500323,49,4,33529.65,0.05
754,500323,193,2,1419.66,0.15
755,500323,181,4,20017.36,0.05
756,500324,109,1,20240.83,0.1
757,500325,150,1,23255.73,0.0
758,500326,11,2,10297.51,0.05
759,500327,8,1,16654.82,0.05
760,500327,173,3,31442.32,0.1
761,500328,32,3,30436.6,0.0
762,500328,126,1,4890.52,0.15
763,500329,197,2,20725.99,0.1
764,500330,47,2,7728.9,0.2
765,500330,24,4,29412.47,0.15
766,500330,26,1,13443.96,0.0
767,500330,186,4,13953.35,0.0
768,500330,83,2,10948.99,0.1
769,500331,34,1,15395.87,0.05
770,500331,20,1,27803.61,0.1
771,500331,124,1,16664.22,0.1
772,500332,157,3,26053.23,0.1
773,500332,132,4,47935.67,0.0
774,500332,143,3,8499.37,0.05
775,500332,135,3,25804.56,0.1
776,500332,121,2,43178.12,0.15
